id_cliente,parent_id,num_pedidos,volumepedidos,volumecompras
1426364,378,2,2664.3,
1426428,65,2,73.5996,
1426468,65,1,27.5,
1426517,,1,188.3196,
1426517,99,1,145.05,
1426517,147,1,59.28,
1426517,378,1,123.6,
1426882,65,1,680.4,
1426918,65,1,99.2832,99.2832
1426927,147,1,47.8,
1426964,65,1,396.0,
1427036,65,1,786.0,
1427047,65,1,25.2,
1427177,65,1,33.0,
1427193,65,1,137.43,
1427250,65,1,35.85,
1427438,65,1,49.2792,
1427449,99,1,33.75,
1427577,65,1,521.4,
1427764,,2,146.1105,
1427764,54,1,13.76,
1427764,65,1,31.2,
1427764,99,3,166.72512,
1427764,147,9,1073.4691,
1427764,325,2,75.68,
1427764,378,5,417.0851,
1427831,147,2,224.7936,
1427833,99,1,43.2701,
1427833,147,1,163.479,
1427833,378,1,38.85,
1428142,99,1,136.15,
1428159,147,1,21.22,
1428320,65,7,4938.519,
1428413,65,1,76.89,
1428459,99,1,79.975,
1428481,65,1,449.5,
1428525,65,1,154.452,
1428532,,4,2016.32,504.08
1428532,18,3,790.92,
1428532,65,22,15195.8852,9084.414
1428532,147,11,1529.3304,378.624
1428601,,3,51.2788,
1428601,65,1,56.89,
1428601,147,1,56.26,
1428666,65,1,34.72,
1428670,,1,15.47,
1428670,65,1,102.85,
1428670,147,1,87.3,
1428826,147,2,116.27,
1428887,65,2,5138.0664,
1428896,65,1,26.85,
1429096,99,1,16.22,
1429127,65,1,898.0,
1429195,65,1,1295.4,
1429337,65,3,112.9398,
1429414,147,1,16.0,
1429415,147,1,560.0,
1429466,65,1,1304.7,1304.7
1429598,65,1,139.74,
1429663,378,1,131.4,
1429688,147,2,370.17,
1429754,65,1,51.4494,
1429869,99,1,519.51,
1429963,18,1,76.95,
1430060,65,1,538.93,
1430163,,1,54.5205,
1430204,65,3,512.2586,
1430293,65,1,923.88,
1430300,,2,425.7,
1430300,65,2,84.89,
1430300,147,5,327.8603,
1430915,147,1,79.59,
1432065,147,2,368.72,
1432177,99,2,2846.4,2846.4
1432286,378,1,355.08,
1432693,,1,64.8,
1432746,65,1,60.75,
1433010,,1,59.9895,
1433028,,1,13.35,
1433156,65,1,6.45,
1433156,147,1,33.6,
1433212,147,1,43.12,
1433302,65,1,6.1704,
1433302,378,1,179.373,
1433338,,1,47.04,
1433338,147,3,413.57,
1433344,65,6,9219.93,
1433354,65,2,40.1796,
1433360,65,1,778.5698,778.5698
1433363,,1,1800.0,
1433366,,1,29.1984,
1433451,65,2,277.0896,
1433461,65,1,151.8,
1433504,65,1,242.4,
1433505,65,4,3901.7478,
1433617,65,2,281.31,
1433629,,1,25.0,
1433669,65,1,923.88,
1433683,,1,347.71,
1433703,,1,61.98,
1433805,,1,7.49,
1433805,99,1,8.6,
1433805,147,4,226.67,
1433852,,1,80.0,
1433852,147,1,16.0,
1433852,378,1,240.0,
1433857,,1,70.8804,
1433857,65,2,63.8004,
1433857,147,1,87.3,
1433933,147,1,97.0794,
1433984,65,1,2221.9968,
1434110,65,1,68.75,
1434113,65,7,5667.5498,
1434113,378,4,2580.813,
1434240,378,1,994.422,
1434266,147,1,50.000025,
1434362,147,1,72.09,
1434374,99,1,1029.3,
1434442,65,1,65.7408,
1434467,65,2,390.0432,
1434587,65,1,769.9,
1434640,65,1,223.2,
1434641,65,1,11.34,
1434705,65,2,1108.08,
1434714,147,2,58.0398,
1434883,147,1,51.7,
1435077,65,1,526.68,
1435116,65,1,262.85,
1435157,,3,1833.14,209.22
1435157,65,2,1624.628,1482.0266
1435157,99,2,252.5092,136.3792
1435157,147,9,1426.4834,809.4812
1435157,378,1,29.28,29.28
1435157,379,2,7.76,
1435170,65,1,13.2204,
1435224,65,1,536.1552,
1435241,,1,34.8012,
1435277,99,1,62.6,
1435354,147,2,32.89,
1435402,99,1,27.5,
1435402,147,1,16.0,
1435415,,1,6.39,
1435463,18,1,169.8996,
1435467,65,1,1385.82,
1435537,99,1,17.0,
1435583,65,2,1620.5604,
1435607,147,2,37.53,
1435637,65,1,702.8308,
1435657,65,1,86.9,
1435784,65,1,659.88,
1435790,255,1,251.7024,
1435907,99,1,61.56,
1435907,147,1,7.02,
1436740,147,1,28.68,
1437140,147,1,1.53,
1437187,,2,65.03,
1437187,65,1,60.72,
1437256,65,3,367.76,
1437312,147,1,232.32,
1437320,,1,25.0,
1437387,65,1,248.07,
1437387,147,1,85.26,
1437395,378,1,131.4,
1437413,65,1,117.0,
1437415,,1,130.0,
1437538,99,1,508.3344,
1437650,65,1,86.9,
1437820,65,1,17.1498,
1437860,65,1,255.63,
1437936,,1,40.0,
1437936,378,1,780.0,
1437977,,1,45.6,
1437990,,1,214.75,
1437990,147,1,27.18,
1438000,65,1,195.4697,
1438081,46,2,958.0,
1438123,65,1,316.6848,
1438148,,1,61.97,
1438160,147,1,388.5624,
1438183,378,1,180.804,
1438222,147,1,970.794,
1438279,65,1,506.88,
1438320,65,1,6.1704,
1438326,65,1,503.44,
1438379,99,1,82.14,
1438530,,1,108.9795,
1438581,,2,13.93,
1438686,65,4,2656.1366,
1438731,,1,58.97,
1438835,378,1,45.201,
1438837,147,1,5.39,
1438850,65,1,63.82,
1438851,58,1,62.7,
1438933,147,1,49.04,
1439113,54,1,73.98,
1439113,99,1,44.6,
1439113,147,2,845.94,
1439113,255,1,78.5,
1439122,65,1,33.0,
1439124,,1,1065.54,
1439515,,2,75.6304,
1439660,65,2,36.25,
1439675,99,2,153.8001,
1439693,65,1,521.4,
1439758,65,1,61.7808,
1439772,99,1,61.56,
1439774,18,1,45.48,
1439933,65,1,521.4,
1440297,147,1,7.65,
1440299,65,1,512.16,
1440356,147,3,359.01,
1440383,65,1,180.6,
1440469,,1,257.9196,
1440594,147,1,25.0,
1440816,65,1,152.4,
1441029,18,1,214.8,
1441121,,1,56.59,
1441121,99,1,10.43,
1441121,147,2,39.78,
1441209,65,1,29.25,
1441282,,1,100.99,
1441282,99,2,126.6,
1441282,147,2,299.00996,
1441282,378,1,62.85,
1441484,,1,11.99,
1441657,378,1,497.211,
1441725,147,1,7.72,
1442002,99,1,63.84,
1442270,147,1,15.82,
1442747,65,1,282.3,
1443045,147,1,60.0,
1443045,378,1,60.0,
1443159,,1,209.3,
1443463,54,1,208.6,
1443525,378,1,15.0,
1443528,65,1,24.6396,
1443552,,1,61.97,
1443552,65,1,30.7296,
1443552,147,2,138.51,
1443606,147,1,16.0,
1443689,255,2,5.06,
1443745,378,1,45.201,
1443765,65,1,86.9,
1443850,,1,36.0,
1443905,147,1,73.34,
1443935,65,1,94.95,
1443966,147,2,60.8,
1443997,65,1,115.7712,
1444028,,1,119.92,
1444028,99,1,189.105,
1444028,147,2,441.6601,
1444028,378,2,81.54,
1444054,,1,7.0,
1444056,65,2,213.75,
1444113,147,1,22.69,
1444164,,2,147.83,147.83
1444164,65,1,143.87,143.87
1444164,99,2,449.319,449.319
1444164,147,2,241.12018,241.12018
1444164,378,1,18.69,18.69
1444193,65,1,13.2498,
1444199,,1,60.0,
1444199,99,1,22.5,
1444199,147,1,16.0,
1444222,378,1,19.0,
1444238,65,1,86.9,
1444692,99,1,33.9996,
1444720,378,1,180.0,
1444768,147,1,37.65,
1444837,147,1,37.6,
1444859,,1,59.95,
1444921,,1,11.99,
1444932,147,1,10.79,
1444965,99,1,130.84,
1444965,378,1,111.6,
1445061,65,1,768.1484,
1445190,65,1,98.5584,
1445243,65,3,545.1704,
1445321,255,1,43.62,
1445341,65,2,287.274,
1445374,65,1,652.8,
1445379,,1,154.52,
1445387,147,1,25.0,
1445402,46,1,17.0,
1445513,65,2,18.49,
1445539,147,1,31.4,
1445554,99,1,33.9996,
1445554,147,1,2.47,
1445562,65,1,719.85,
1445623,378,1,582.3,
1445637,147,1,104.28,
1445773,65,1,1154.85,
1445874,147,1,8.2,
1445913,65,1,13.2,
1445930,147,1,426.0,
1446014,54,1,153.1998,
1446129,65,1,18.7,
1446129,99,1,82.14,
1446129,147,1,3.86,
1446182,65,1,26.3904,
1446192,,1,58.88,
1446231,,1,6.0,
1446244,,1,25.0,
1446377,,1,95.6,
1446377,99,1,115.5,
1446589,,3,462.7994,
1446589,99,1,134.5,
1446589,147,1,19.0,
1447669,147,1,33.2,
1448015,65,2,170.0996,
1448200,,1,265.2156,
1448421,65,1,13.14,
1448421,99,1,42.93,
1448474,147,1,20.0,
1448505,378,1,45.201,
1448724,65,1,13.68,
1448743,65,1,169.4,
1448743,147,1,64.58,
1448743,378,1,18.69,
1448793,65,2,1048.38,
1448958,65,1,517.4316,
1449377,378,1,181.545,
1449418,255,1,45.79,
1450029,,1,22.8,
1450327,,1,239.8,
1450482,65,1,25.08,
1450484,65,2,536.01,
1450534,,1,5.99,
1450581,65,2,113.88,
1450602,65,1,79.92,
1450682,147,2,167.76,
1450812,65,2,195.88,
1450812,378,1,131.4,
1450945,65,1,295.21,
1450962,65,1,505.9728,
1451458,65,1,263.904,
1452198,378,1,545.0,
1452966,65,1,119.77,
1452966,147,2,410.9,
1453065,147,1,15.95,
1453066,,1,48.2208,
1453066,147,3,110.12,
1453119,,1,30.29,
1453119,99,5,928.0404,
1453119,147,9,1638.7523,
1453124,147,1,572.5,
1453150,65,1,561.8,
1453242,378,1,307.5,
1453270,65,1,36.46,
1453282,147,2,40.62,
1453291,65,1,60.48,
1453361,65,3,130.3098,
1453364,,1,125.72,
1453364,99,1,37.87986,
1453364,147,6,315.63,
1453399,378,1,45.201,
1453532,147,1,105.6888,
1453815,,1,191.94,
1453815,18,1,7.6,
1453815,65,1,6.1704,
1453815,147,2,44.84,
1453856,65,1,1041.96,
1453864,65,1,523.8,
1453940,147,1,300.58,
1453946,99,1,42.93,
1454020,65,1,55.4976,
1454027,65,2,319.18,
1454050,65,2,190.89,
1454050,147,1,80.000025,
1454142,65,2,104.579,
1454298,378,1,657.5,
1454488,65,1,6.1704,
1454507,65,1,308.6888,
1454517,65,1,23.94,
1454520,,1,308.76,308.76
1454520,65,2,54.9,
1454521,65,1,754.7976,
1454542,65,1,150.9402,
1454614,99,1,940.2,
1455041,147,3,334.03,
1455101,65,2,104.1192,
1455135,,2,78.47,
1455135,65,1,33.89,
1455135,147,2,103.75,
1455165,65,1,203.13,
1455179,65,1,1254.95,
1455200,,1,28.5,
1455200,99,2,80.98,
1455248,99,1,207.68,
1455379,,1,9.12,
1455379,54,3,46.17,
1455379,99,1,35.88,
1455379,147,4,63.08,
1455379,255,1,51.9,
1455474,18,1,107.2,
1455476,99,1,62.68,
1455492,,1,53.8,
1455492,99,1,119.5,
1455492,147,1,37.0,
1455548,,1,25.0,
1455551,65,1,825.86,
1455552,378,1,832.5,
1455641,,3,359.44008,200.8002
1455641,65,2,407.916,
1455641,99,5,415.0704,
1455641,147,3,178.033,52.7232
1455641,325,1,21.32,
1455729,65,1,1413.6,
1455760,,1,47.0,
1455803,,1,72.0,
1455837,65,2,201.0816,
1455845,,1,308.8692,
1455940,147,1,65.89,
1455965,,2,469.4196,469.4196
1455965,65,1,166.1,166.1
1455965,147,1,28.7496,28.7496
1456033,65,1,61.6,
1456338,147,1,50.76,
1456483,65,1,24.6396,
1456483,99,1,241.62,
1456483,147,1,101.5712,
1456483,378,1,144.0702,
1456541,99,1,135.06,
1456599,378,1,131.4,
1456884,65,2,1988.42,
1456924,65,3,371.9592,
1456976,65,2,2349.1466,
1456976,378,2,1072.85,
1457207,18,1,53.5,
1458137,65,1,546.6216,546.6216
1458473,,1,33.1596,
1458473,65,1,5.99,
1458473,147,1,3.34,
1458473,255,1,7.45,
1458473,379,1,18.0,
1458584,147,1,12.09,
1458597,65,1,547.158,
1458602,65,1,798.0,
1458609,,1,34.3188,
1458609,65,2,130.8588,
1458609,99,1,62.68,
1458615,378,1,45.201,
1458667,65,3,705.01,
1458723,,1,861.0,
1458723,147,2,119.0412,
1458735,147,1,20.8,
1458759,,1,75.1398,
1458759,65,2,110.3496,
1458795,147,2,33.66,
1458855,65,2,64.2,
1458890,,1,79.06,
1458890,99,1,169.46,
1458890,378,1,24.12,
1458938,65,1,64.5504,
1458948,,1,71.96,
1458953,65,1,103.84,
1459013,,1,63.54,
1459059,147,1,259.0416,
1459060,65,1,877.0,
1459095,65,3,1685.5484,
1459095,147,4,114.8808,
1459095,378,1,181.376,
1459184,147,1,214.2,
1459210,65,1,206.0204,
1459230,147,1,119.52,
1459297,65,1,78.04,
1459297,147,2,22.71,
1459319,65,4,404.1792,
1459426,,2,22.69,
1459426,65,2,278.0294,
1459426,99,3,196.383,
1459426,147,5,480.9912,
1459426,378,3,562.95,
1459426,585,1,45.3,
1459439,147,1,545.2,545.2
1459453,65,1,24.6396,
1459467,378,1,505.0,
1459476,147,1,16.55,
1459841,99,1,62.68,
1460055,,1,176.3888,
1460095,65,1,75.0,
1460095,147,1,5.0,
1460131,65,1,594.45,
1460229,99,1,72.725,
1460393,65,1,512.0,512.0
1460439,65,1,299.76,
1460472,65,2,176.44,
1460481,378,1,310.0,
1460504,378,2,673.55,
1460517,,1,370.0,
1460517,65,1,68.43,
1460517,99,2,126.9396,
1460517,147,3,322.37,
1460517,378,5,2669.77,
1460619,,1,42.32,
1460619,147,1,13.98,
1460796,,1,177.0,
1460837,147,1,65.89,
1460921,147,1,178.22,
1461029,,1,106.5996,
1461029,147,1,51.6,
1461069,,1,28.72,
1461069,378,3,476.09,
1461077,65,1,4.69,
1461134,54,1,109.6,
1461229,99,3,1140.69916,1140.69916
1461229,147,3,165.62,99.06
1461229,378,3,436.665,308.985
1461245,65,1,531.6668,
1461250,147,1,52.62,
1461377,65,1,78.39,
1461393,65,1,175.998,
1461397,99,2,237.99,
1461496,65,1,172.6572,
1461499,147,1,27.96,
1461568,,1,13.86,
1461568,99,1,35.16,
1461568,147,1,75.7,
1461653,65,2,6409.56,
1461731,147,1,280.0,
1461811,65,1,87.75,
1462149,65,1,908.49,
1462247,378,2,238.05,
1462253,147,1,36.0,
1462263,,1,115.1495,
1462263,99,2,254.42,
1462263,147,1,646.6,
1462263,378,1,315.52,
1462313,65,3,149.1192,
1462389,65,2,1085.5544,
1462396,65,1,172.7,
1462479,147,1,31.2,
1462480,99,1,42.64,
1462565,65,1,74.52,
1462565,378,1,122.85,
1462651,99,1,144.25,
1462714,378,1,180.0,180
1462746,65,1,214.8,
1463885,147,2,1082.94,
1464028,65,1,23.9808,
1464063,,3,74.64,
1464063,65,2,159.2208,
1464063,99,2,267.50012,
1464063,147,6,480.19,
1464063,378,2,126.325,
1464075,147,1,55.8,
1464080,65,1,999.1152,
1464108,99,1,64.24,
1464128,,1,119.979,
1464204,147,1,560.0,
1464329,,1,6.48,
1464329,147,3,136.09,
1464342,,1,29.98,
1464342,65,1,166.4596,
1464370,65,1,356.8,
1464435,46,1,16.6302,
1464435,147,1,120.51,
1464511,65,2,415.7796,
1464513,147,1,80.0,
1464632,54,1,5.48,
1464741,65,1,75.9204,
1464741,99,1,139.22,
1464842,,1,326.0,
1464842,378,2,2379.105,
1464863,,2,127.2796,
1464873,147,1,85.47,
1464929,54,1,76.68,
1465122,,2,79.57,
1465122,65,2,581.308,
1465122,99,2,697.43512,
1465122,147,3,456.2092,
1465122,325,1,110.8206,
1465122,378,2,194.21,
1465206,65,1,47.6304,
1465389,147,1,502.19,
1465444,147,1,148.02,
1465463,65,1,522.24,522.24
1465472,99,1,62.68,
1465568,147,1,79.59,
1465720,147,1,332.279,
1465831,147,1,680.4,680.4
1465938,255,1,4.1,
1466067,65,1,354.0,
1466177,147,5,2709.54,1533.54
1466295,147,1,5.27,
1466353,,1,11.99,
1466353,147,1,20.7,
1466384,99,1,147.75,147.75
1466384,147,2,289.1796,289.1796
1466526,147,1,35.0,
1466539,147,1,20.34,
1466719,,1,72.0,
1466786,,1,253.8,
1466878,,1,70.634,
1466878,147,1,108.0,
1466971,65,4,1976.63,
1467111,,1,177.76,
1467146,65,1,2355.65,
1467288,99,1,107.95,
1467438,147,1,280.0,
1467673,65,1,59.16,
1467768,65,2,248.8088,
1467978,147,1,7.0,
1468417,65,1,1658.4,
1469259,65,1,260.7888,
1469608,147,1,44.92,
1469637,,1,379.0,
1469638,65,2,1254.393,
1469690,147,5,342.88,100.0
1469739,147,2,324.92,
1469795,18,6,181.66,
1469795,54,10,865.7628,
1469795,255,2,33.78,
1469808,65,1,1426.68,
1469880,147,1,9.08,
1469884,99,1,144.0,
1469920,147,1,118.65,
1470012,58,1,38.0,
1470039,378,1,361.608,
1470205,65,1,752.0,
1470261,147,1,92.9808,
1470311,147,1,317.44,
1470328,99,1,253.05,
1470328,147,1,286.08,
1470342,65,1,840.6156,
1470401,65,3,259.8494,
1470417,65,2,251.0016,
1470421,99,1,70.32,
1470441,378,1,2983.266,
1470451,65,1,643.5,
1470538,147,1,86.64,
1470641,,1,207.12,
1470733,65,1,158.8,
1470773,65,2,1145.5,
1470919,99,1,56.18,
1470945,65,1,123.36,
1470956,65,1,114.4,
1471096,147,1,3.32,
1471132,65,1,478.56,
1471191,,1,57.01,
1471191,65,2,377.1456,
1471191,147,1,386.948,
1471210,65,1,53.73,
1471222,,1,21.72,
1471222,65,1,26.0796,
1471222,147,1,112.32,
1471269,18,2,185.5004,
1471307,65,1,261.12,
1471422,,1,5.73,
1471422,65,1,1578.424,
1471702,378,1,180.804,
1471765,65,2,159.18,
1471872,65,1,241.11,
1471886,,2,48.5,
1471908,65,1,2670.7728,
1471941,65,1,127.8096,
1471941,147,1,154.52735,
1471941,378,1,24.58,
1472036,65,5,385.24,
1472048,147,1,189.75,
1472125,54,1,2.74,
1472125,65,2,27.33,
1472125,99,1,62.68,
1472125,147,1,46.2,
1472125,378,1,264.0,
1472209,65,1,60.1392,
1472216,65,1,198.24,
1472648,65,2,44.02,
1472685,255,1,112.68,
1472933,99,1,70.04,
1473064,65,1,585.0,
1473145,65,1,73.9608,
1473498,147,1,179.799,
1474113,,1,35.1,
1474113,147,1,173.6,
1474171,378,1,363.4,
1474254,147,1,347.37,
1474436,147,1,62.22,
1474491,46,1,228.87,
1474605,65,1,535.2,
1474805,58,1,10.9,
1474809,65,1,266.8,
1474900,65,1,1272.0,
1474935,147,1,70.37,
1475046,65,1,132.204,
1475087,,1,36.02,
1475125,,1,742.5,
1475125,378,1,130.141,
1475128,99,2,154.12,
1475348,147,1,133.5,
1475601,378,2,1386.2,
1475608,65,1,125.898,
1475734,65,1,89.2,
1475769,65,1,1023.75,
1475770,65,1,187.8594,
1475770,99,2,738.700113,
1475770,147,1,30.65004,
1475792,147,1,9.8,
1475854,65,1,355.68,
1475894,65,7,4161.8179,
1475999,147,1,109.33,
1476030,65,1,263.904,
1476108,147,1,3.85,
1476304,65,1,2925.6444,
1476333,65,1,19.5,
1476455,,1,18.99,
1476523,65,1,52.7808,
1476536,99,1,102.7,
1476549,65,1,66.97,
1476696,65,1,519.3972,
1476817,65,1,528.4608,
1476833,54,1,16.28,
1476845,65,1,824.8212,
1477059,65,2,50.2704,
1477279,65,1,79.1712,
1477405,,1,157.91,
1477405,65,2,459.51,
1477743,65,1,52.7296,
1477764,,3,144.19,
1477764,18,2,26.92,
1477764,54,1,3.49,
1477764,65,3,1942.92,
1477764,99,1,62.68,
1477764,147,1,3.86,
1477764,255,1,18.24,
1477997,255,1,104.9,
1479549,65,3,497.6698,
1479688,,1,102.9564,
1479765,147,1,288.36,
1479772,65,2,607.56,
1480104,147,1,121.18,
1480665,147,1,15.93,
1480766,147,1,44.5398,
1480928,65,2,4276.5504,
1481005,65,1,214.8,
1481023,65,1,29.4012,
1481630,,1,59.9895,
1481670,325,1,3.8,
1481758,147,1,167.73,
1482125,379,1,3.3,
1482169,65,3,965.7784,
1482247,65,1,107.4,
1482336,,2,220.32,
1482336,54,3,78.87,
1482336,65,2,66.9,
1482336,99,2,276.0,
1482336,147,7,2033.2824,
1482336,255,2,263.6,
1482669,325,1,17.5,
1482756,378,1,2703.0,
1484237,65,4,663.02,
1484308,65,4,6304.764,6230.8452
1484343,,1,54.08,54.08
1484343,18,1,2.44,
1484343,65,2,70.4208,23.9808
1484343,99,1,42.93,42.93
1484343,147,1,92.21,92.21
1484505,147,1,58.2,
1484872,65,3,538.63,
1484925,99,2,323.34,
1484934,65,1,238.8,
1485067,,1,72.0,
1485067,65,1,73.9188,
1485331,65,1,2788.92,
1485352,,1,643.5,
1485352,378,1,822.6,
1485398,99,1,29.01,
1485398,147,1,5.88,
1485417,54,1,69.68,
1485433,147,1,105.6888,
1485626,65,1,707.88,
1485683,99,1,144.0,
1486086,65,1,380.25,
1486095,147,1,47.8,
1486207,378,2,1219.84,
1486266,147,1,270.72,
1486302,147,2,588.6191,
1486399,65,1,105.2898,
1486436,65,7,9396.9612,
1486499,99,1,65.56,
1486777,378,1,122.85,
1486882,,1,11.29,
1486898,65,2,323.6596,
1487251,65,1,950.0544,
1487397,,2,179.35,
1487490,65,1,238.8,
1487619,65,1,96.4,
1487789,99,1,71.4,
1488008,65,1,343.66,
1488135,147,1,35.0,
1489116,,3,844.1,726.2
1489116,147,1,473.0,
1489217,65,2,66.39,
1489682,65,1,467.5332,
1489685,99,1,62.68,
1489700,18,2,498.04,319.39
1489700,54,1,19.46,
1489842,65,2,335.99,
1489857,65,1,330.36,
1489921,147,2,1071.6,
1490000,147,1,76.86,
1490133,99,1,60.0,
1490360,99,2,116.37,
1490360,147,1,63.75,
1490383,65,1,712.81,
1490530,,1,223.42,
1490530,65,3,730.6008,
1490530,147,1,16.55,
1490599,65,1,496.26,
1490612,,1,36.02,
1490703,,1,352.48,
1490703,147,1,141.11,
1490795,65,3,162.77,
1490820,,1,23.99,
1490844,378,1,106.92,
1490984,99,1,62.68,
1491053,,1,76.11,
1491217,99,1,71.4,
1491300,147,1,83.7,
1491372,65,1,820.2788,
1491383,65,1,349.6,
1491543,147,1,51.1191,
1491547,65,1,2479.6,
1491605,,1,739.0,
1491605,147,1,2064.96,
1491644,18,1,185.0,
1491816,147,1,21240.27,
1491840,99,1,36.39,
1491853,65,1,588.1372,
1491927,147,1,8.0,
1492031,65,1,23.9298,
1492269,,1,247.97,
1492382,99,1,63.425,
1492388,147,1,21.8,
1492433,99,1,233.03,
1492501,65,3,2964.4555,
1492540,378,1,84.99996,
1492819,65,2,587.59,
1492964,65,1,237.5136,
1493138,65,1,602.88,
1493237,,1,62.0895,
1493967,378,1,368.55,
1494039,65,1,70.8,
1494207,,1,11.99,
1496007,65,1,49.2792,
1496008,65,3,2222.64,
1496053,,1,86.7,
1496053,99,2,572.7672,286.3836
1496053,147,11,2513.48,710.18
1496053,378,2,292.32,146.16
1496087,65,3,1476.4,
1496669,99,1,240.09992,
1496669,147,1,8103.4,
1496669,378,2,99.23,
1496674,65,1,181.488,
1496792,,1,141.0312,
1496792,147,1,84.14,
1497012,65,1,386.28,
1497032,,1,79.38,
1497601,65,3,581.95,
1497791,65,1,3.99,
1497830,147,1,18.6,
1497967,99,1,62.68,
1498023,65,1,49.2792,
1498024,65,1,130.8,
1498071,147,1,457.45,
1498128,,1,23.99,
1498128,147,1,26.99,
1498415,147,1,1330.0,
1498418,147,1,923.1,
1498474,,1,357.24,357.24
1498474,65,1,133.7192,133.7192
1498524,,1,20.4012,
1498524,147,2,133.1,
1498524,378,1,122.4,
1498629,147,1,27.9,
1498664,99,1,116.7,
1498664,147,1,55.8,
1498799,147,2,88.8,
1498800,147,1,22.69,
1499047,,1,311.74,
1499263,65,1,860.37,860.37
1499314,65,1,30.6,
1499361,65,1,543.02,
1499428,65,1,79.1712,
1499497,65,4,804.18,
1499716,65,1,1780.8,
1499996,65,1,454.56,
1500007,65,1,2084.8416,
1500023,65,4,1569.99,
1500083,65,1,1233.0,
1500110,99,1,63.84,
1500110,147,1,164.7,
1500114,65,1,248.07,
1500440,,1,158.61,
1500440,65,1,23.9808,
1500440,147,1,13.59,
1500678,54,1,79.31,
1500678,147,1,17.58,
1500678,255,1,162.65,
1500902,,1,840.6427,
1500902,65,1,12.72,
1500902,99,1,102.15,
1500902,147,1,583.6495,
1500902,378,1,2911.77995,
1501154,,24,1512.186,1096.7168
1501154,18,1,151.2,151.2
1501154,46,2,33.4002,33.4002
1501154,54,7,1259.1304,714.4004
1501154,58,1,189.9,189.9
1501154,65,30,10360.7061,10145.7161
1501154,99,6,322.3896,149.79
1501154,147,24,3915.0898,3145.9754
1501154,255,6,1951.3088,16.8
1501618,147,1,16.6,
1501973,378,1,14.0,
1502554,147,1,11.92,
1502654,,1,5.19,
1502774,,1,8.2,
1502930,65,1,248.8,
1502939,,2,241.9195,
1502984,,1,100.99,
1502984,65,2,444.9494,
1502984,99,1,49.14,
1502984,147,1,15.15,
1503194,,1,70.1904,
1503205,65,1,239.4,
1503326,65,1,61.7808,
1503483,65,1,438.5,
1503528,147,1,303.28,
1503563,,1,15.49,
1503563,147,1,135.73,
1503603,65,2,4548.72,
1503652,65,1,2140.65,
1503666,,1,390.99,
1503666,147,1,105.92,
1503787,65,2,431.9394,
1503793,54,2,403.3696,
1503793,147,5,5133.3208,
1503793,255,2,107.15,
1503805,65,1,825.0,
1503910,147,1,5.09,
1504096,18,1,33.99,
1504249,147,1,63.47,
1504281,18,1,25.7,
1504295,65,1,501.8,
1504461,65,1,196.47,
1504570,65,1,126.56,
1504700,,3,670.5304,
1504700,46,1,46.7,
1504700,65,3,3230.079,
1504700,99,1,131.12,
1504700,147,6,4953.53,
1504700,255,1,149.4,
1504700,378,1,7511.4,
1504899,378,2,387.85,
1504963,65,1,24.6396,
1505004,,1,11.99,
1505040,,1,71.94,
1505065,99,1,83.04,
1505071,,1,32.4,
1505172,,1,76.11,
1505584,,2,843.35,
1505584,99,1,223.239993,
1505584,147,1,163.0099,
1505584,325,1,57.7602,
1505584,378,1,325.6,
1505647,147,1,5.39,
1505799,147,1,31.11,
1505957,18,1,2.02,
1505957,147,3,97.2,
1505957,378,1,232.0,
1505957,379,1,3.75,
1505965,,1,24.0,
1505965,378,1,131.4,
1506129,147,1,124.71,
1506452,147,1,10.0,
1506493,65,1,20.16,
1506529,147,1,31.11,
1506530,65,2,42.98,
1506547,147,1,18.6816,
1507007,65,1,524.4,
1507088,65,1,78.39,
1507213,54,1,37.3,
1507231,65,1,79.2,
1507289,147,1,280.0597,
1507932,65,1,292.5,
1508042,147,1,27.9,
1508644,147,1,457.45,
1508863,147,1,280.0,
1508982,,1,154.74,
1508989,,1,59.9895,
1509254,65,1,3.99,
1509359,378,1,534.0,
1509478,,1,9.12,
1509478,65,1,78.6996,
1509478,147,2,34.9,
1509549,65,1,693.6,
1509564,65,1,27.42,
1509625,,1,17.2,
1509625,65,3,325.0098,
1509637,,2,184.61,184.61
1509637,147,2,331.12,331.12
1509641,147,1,14.02,
1509790,,1,26.8,
1510124,65,7,1107.6864,
1510144,99,1,527.4,
1510161,,1,9.79,
1510161,54,1,301.6,
1510161,65,1,811.7928,
1510161,147,1,15.95,
1510161,255,2,458.2,
1510172,65,1,777.0,
1510267,65,1,24.6396,
1510267,147,1,3.09,
1510269,65,1,105.48,
1510270,147,1,66.4,
1510283,65,4,495.447,
1510300,99,1,62.68,
1510361,147,1,24.67,
1510381,65,1,398.4,
1510466,65,1,25.3104,
1510509,54,1,115.56,
1510650,,1,78.0,
1510650,65,1,87.4,
1510650,147,4,312.27,
1510650,255,1,8.03,
1510756,,1,13.67,
1510760,65,2,97.2004,
1510980,99,1,191.18,
1510995,65,1,118.896,
1511168,65,2,2965.5135,
1511238,378,1,230.0,
1511259,99,1,738.0,
1511365,65,1,73.9188,
1511411,65,5,572.7302,
1511485,65,1,24.6396,
1511489,99,2,171.79,
1511496,,1,4.0,
1511789,65,1,59.952,
1511854,147,1,111.06,
1512091,65,1,68.7,
1512191,147,1,69.86,
1512510,65,3,90.5598,
1512580,147,1,15.8,
