id,name,updated_at,level,lft,parent_id,rght,tree_id,slug,slug_list
392,Aromatizantes,2019-10-29 14:33:12.672784+00,2,43,389,44,33,aromatizantes,"produtos-de-limpeza,produtos-de-limpeza/limpeza-geral,produtos-de-limpeza/limpeza-geral/aromatizantes"
413,Sabão em Pasta,2019-10-30 16:17:13.344694+00,2,15,408,16,33,sabao-em-pasta,"produtos-de-limpeza,produtos-de-limpeza/limpeza-de-cozinha,produtos-de-limpeza/limpeza-de-cozinha/sabao-em-pasta"
402,Amaciante de Roupas,2019-10-29 18:37:59.360237+00,2,25,400,26,33,amaciante-de-roupas,"produtos-de-limpeza,produtos-de-limpeza/limpeza-de-roupas,produtos-de-limpeza/limpeza-de-roupas/amaciante-de-roupas"
404,Lava Roupa Líquido,2019-10-30 02:10:41.696719+00,2,29,400,30,33,lava-roupa-liquido,"produtos-de-limpeza,produtos-de-limpeza/limpeza-de-roupas,produtos-de-limpeza/limpeza-de-roupas/lava-roupa-liquido"
207,Cereais Matinais,2019-10-30 20:34:46.02455+00,2,43,203,44,24,cereais-matinais,"mercearia,mercearia/aveias-e-cereais,mercearia/aveias-e-cereais/cereais-matinais"
407,Tira Manchas,2019-10-30 03:37:11.59877+00,2,35,400,36,33,tira-manchas,"produtos-de-limpeza,produtos-de-limpeza/limpeza-de-roupas,produtos-de-limpeza/limpeza-de-roupas/tira-manchas"
408,Limpeza de Cozinha,2019-10-30 21:06:33.787458+00,1,8,54,19,33,limpeza-de-cozinha,"produtos-de-limpeza,produtos-de-limpeza/limpeza-de-cozinha"
415,Limpeza de Banheiro,2019-10-30 12:45:38.00219+00,1,2,54,7,33,limpeza-de-banheiro,"produtos-de-limpeza,produtos-de-limpeza/limpeza-de-banheiro"
417,Desinfetante,2019-10-30 12:45:57.801508+00,2,47,389,48,33,desinfetante,"produtos-de-limpeza,produtos-de-limpeza/limpeza-geral,produtos-de-limpeza/limpeza-geral/desinfetante"
394,Inseticidas,2019-10-30 12:46:13.562246+00,2,49,389,50,33,inseticidas,"produtos-de-limpeza,produtos-de-limpeza/limpeza-geral,produtos-de-limpeza/limpeza-geral/inseticidas"
389,Limpeza Geral,2019-10-30 12:46:19.012101+00,1,38,54,61,33,limpeza-geral,"produtos-de-limpeza,produtos-de-limpeza/limpeza-geral"
418,Desodorizadores e Detergente Sanitário,2019-10-30 12:47:40.084688+00,2,5,415,6,33,desodorizadores-e-detergente-sanitario,"produtos-de-limpeza,produtos-de-limpeza/limpeza-de-banheiro,produtos-de-limpeza/limpeza-de-banheiro/desodorizadores-e-detergente-sanitario"
401,Alvejante,2019-10-29 12:54:41.438728+00,2,23,400,24,33,alvejante,"produtos-de-limpeza,produtos-de-limpeza/limpeza-de-roupas,produtos-de-limpeza/limpeza-de-roupas/alvejante"
416,Água Sanitária,2019-10-30 12:49:10.287231+00,2,3,415,4,33,agua-sanitaria,"produtos-de-limpeza,produtos-de-limpeza/limpeza-de-banheiro,produtos-de-limpeza/limpeza-de-banheiro/agua-sanitaria"
604,Bibico,2019-10-27 00:50:59.409429+00,2,5,602,6,36,bibico,"roupas-e-uniformes,roupas-e-uniformes/acessorios,roupas-e-uniformes/acessorios/bibico"
587,Avental,2019-10-31 00:34:51.552374+00,2,47,586,48,36,avental,"roupas-e-uniformes,roupas-e-uniformes/roupas,roupas-e-uniformes/roupas/avental"
586,Roupas,2019-10-29 15:35:00.037872+00,1,46,585,61,36,roupas,"roupas-e-uniformes,roupas-e-uniformes/roupas"
139,Legumes e Vegetais,2019-10-31 01:52:47.478205+00,1,10,52,11,10,legumes-e-vegetais,"congelados,congelados/legumes-e-vegetais"
603,Bandana,2019-10-29 16:51:48.477872+00,2,3,602,4,36,bandana,"roupas-e-uniformes,roupas-e-uniformes/acessorios,roupas-e-uniformes/acessorios/bandana"
637,Produtos Saudáveis,2019-10-29 02:14:06.483201+00,0,1,,8,35,produtos-saudaveis,produtos-saudaveis
159,Arroz Integral,2019-10-30 19:50:02.357582+00,2,33,157,34,24,arroz-integral,"mercearia,mercearia/arroz,mercearia/arroz/arroz-integral"
599,Sapatilha,2019-10-24 04:21:55.579344+00,2,39,595,40,36,sapatilha,"roupas-e-uniformes,roupas-e-uniformes/calcados,roupas-e-uniformes/calcados/sapatilha"
617,Protetor para Pés,2019-10-24 04:29:31.810787+00,2,31,602,32,36,protetor-para-pes,"roupas-e-uniformes,roupas-e-uniformes/acessorios,roupas-e-uniformes/acessorios/protetor-para-pes"
613,Meia,2019-10-29 17:21:28.26335+00,2,23,602,24,36,meia,"roupas-e-uniformes,roupas-e-uniformes/acessorios,roupas-e-uniformes/acessorios/meia"
396,Limpa Vidros,2019-10-30 15:37:29.440597+00,2,55,389,56,33,limpa-vidros,"produtos-de-limpeza,produtos-de-limpeza/limpeza-geral,produtos-de-limpeza/limpeza-geral/limpa-vidros"
614,Óculos de Proteção,2019-10-30 12:45:37.084385+00,2,25,602,26,36,oculos-de-protecao,"roupas-e-uniformes,roupas-e-uniformes/acessorios,roupas-e-uniformes/acessorios/oculos-de-protecao"
609,Jaleco,2019-10-28 19:24:32.462527+00,2,15,602,16,36,jaleco,"roupas-e-uniformes,roupas-e-uniformes/acessorios,roupas-e-uniformes/acessorios/jaleco"
612,Máscaras ,2019-10-30 16:32:03.053711+00,2,21,602,22,36,mascaras,"roupas-e-uniformes,roupas-e-uniformes/acessorios,roupas-e-uniformes/acessorios/mascaras"
598,Chinelo,2019-10-26 14:52:07.148919+00,2,37,595,38,36,chinelo,"roupas-e-uniformes,roupas-e-uniformes/calcados,roupas-e-uniformes/calcados/chinelo"
607,Boné e Chapéu,2019-10-30 20:37:42.497429+00,2,7,602,8,36,bone-e-chapeu,"roupas-e-uniformes,roupas-e-uniformes/acessorios,roupas-e-uniformes/acessorios/bone-e-chapeu"
608,Cinta para Lombar,2019-10-25 06:57:46.659348+00,2,13,602,14,36,cinta-para-lombar,"roupas-e-uniformes,roupas-e-uniformes/acessorios,roupas-e-uniformes/acessorios/cinta-para-lombar"
406,Sabão em Barra,2019-10-30 12:47:47.671296+00,2,33,400,34,33,sabao-em-barra,"produtos-de-limpeza,produtos-de-limpeza/limpeza-de-roupas,produtos-de-limpeza/limpeza-de-roupas/sabao-em-barra"
601,Tênis,2019-10-29 08:45:35.675844+00,2,43,595,44,36,tenis,"roupas-e-uniformes,roupas-e-uniformes/calcados,roupas-e-uniformes/calcados/tenis"
600,Sapato,2019-10-31 03:03:23.58137+00,2,41,595,42,36,sapato,"roupas-e-uniformes,roupas-e-uniformes/calcados,roupas-e-uniformes/calcados/sapato"
606,Capuz de Segurança,2019-10-26 15:52:28.722174+00,2,11,602,12,36,capuz-de-seguranca,"roupas-e-uniformes,roupas-e-uniformes/acessorios,roupas-e-uniformes/acessorios/capuz-de-seguranca"
639,Sem Glutén,2019-10-30 18:48:04.897771+00,1,4,637,5,35,sem-gluten,"produtos-saudaveis,produtos-saudaveis/sem-gluten"
204,Aveias,2019-10-30 20:02:05.869571+00,2,39,203,40,24,aveias,"mercearia,mercearia/aveias-e-cereais,mercearia/aveias-e-cereais/aveias"
638,Zero Lactose,2019-10-28 16:22:24.418337+00,1,6,637,7,35,zero-lactose,"produtos-saudaveis,produtos-saudaveis/zero-lactose"
627,Pets,2019-10-30 07:15:20.516184+00,1,2,39,3,34,pets,"produtos-diversos,produtos-diversos/pets"
610,Mangote,2019-10-30 03:48:44.236011+00,2,19,602,20,36,mangote,"roupas-e-uniformes,roupas-e-uniformes/acessorios,roupas-e-uniformes/acessorios/mangote"
616,Protetor de Barba,2019-10-23 12:41:38.546542+00,2,29,602,30,36,protetor-de-barba,"roupas-e-uniformes,roupas-e-uniformes/acessorios,roupas-e-uniformes/acessorios/protetor-de-barba"
611,Luvas,2019-10-25 16:04:00.847483+00,2,17,602,18,36,luvas,"roupas-e-uniformes,roupas-e-uniformes/acessorios,roupas-e-uniformes/acessorios/luvas"
157,Arroz,2019-10-30 21:33:47.350905+00,1,28,147,37,24,arroz,"mercearia,mercearia/arroz"
585,Roupas e Uniformes,2019-10-30 23:50:42.640344+00,0,1,,62,36,roupas-e-uniformes,roupas-e-uniformes
595,Calçados,2019-10-26 22:31:47.358702+00,1,34,585,45,36,calcados,"roupas-e-uniformes,roupas-e-uniformes/calcados"
605,Capa Frigorifica,2019-10-28 14:54:50.531092+00,2,9,602,10,36,capa-frigorifica,"roupas-e-uniformes,roupas-e-uniformes/acessorios,roupas-e-uniformes/acessorios/capa-frigorifica"
594,Macacão,2019-10-29 21:08:24.371111+00,2,59,586,60,36,macacao,"roupas-e-uniformes,roupas-e-uniformes/roupas,roupas-e-uniformes/roupas/macacao"
450,Pá,2019-10-30 19:48:10.808551+00,2,33,442,34,14,pa,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-domesticos,equipamentos-e-utensilios/utensilios-domesticos/pa"
62,Testes,2019-10-30 18:13:00.373524+00,0,1,,2,38,testes,testes
592,Colete,2019-10-28 23:48:58.813588+00,2,55,586,56,36,colete,"roupas-e-uniformes,roupas-e-uniformes/roupas,roupas-e-uniformes/roupas/colete"
624,Vela Votiva,2019-10-30 18:16:37.970405+00,2,17,623,18,40,vela-votiva,"velas-e-acendedores,velas-e-acendedores/velas,velas-e-acendedores/velas/vela-votiva"
14,Velas e Acendedores,2019-10-30 20:25:56.994266+00,0,1,,20,40,velas-e-acendedores,velas-e-acendedores
437,Jarras e Garrafas,2019-10-26 11:23:49.713643+00,2,71,425,72,14,jarras-e-garrafas,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-cozinha,equipamentos-e-utensilios/utensilios-para-cozinha/jarras-e-garrafas"
593,Conjunto Vestido e Avental,2019-10-29 16:42:45.040859+00,2,57,586,58,36,conjunto-vestido-e-avental,"roupas-e-uniformes,roupas-e-uniformes/roupas,roupas-e-uniformes/roupas/conjunto-vestido-e-avental"
621,Fósforo,2019-10-30 16:40:59.574226+00,1,8,14,9,40,fosforo,"velas-e-acendedores,velas-e-acendedores/fosforo"
574,Mouse,2019-10-29 04:28:51.683254+00,2,81,573,82,31,mouse,"papelaria-e-escritorio,papelaria-e-escritorio/informatica,papelaria-e-escritorio/informatica/mouse"
620,Carvão,2019-10-29 13:25:34.628509+00,1,6,14,7,40,carvao,"velas-e-acendedores,velas-e-acendedores/carvao"
591,Camisa e Camiseta,2019-10-29 17:06:12.863248+00,2,53,586,54,36,camisa-e-camiseta,"roupas-e-uniformes,roupas-e-uniformes/roupas,roupas-e-uniformes/roupas/camisa-e-camiseta"
425,Utensílios para Cozinha,2019-10-30 12:46:45.564386+00,1,52,46,77,14,utensilios-para-cozinha,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-cozinha"
424,Taças,2019-10-24 05:37:45.20406+00,2,49,420,50,14,tacas,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-bar,equipamentos-e-utensilios/utensilios-para-bar/tacas"
618,Álcool para Acendimento,2019-10-29 07:58:30.397153+00,1,4,14,5,40,alcool-para-acendimento,"velas-e-acendedores,velas-e-acendedores/alcool-para-acendimento"
440,Pratos e Talheres,2019-10-25 11:28:33.077108+00,2,75,425,76,14,pratos-e-talheres,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-cozinha,equipamentos-e-utensilios/utensilios-para-cozinha/pratos-e-talheres"
625,Vela branca,2019-10-28 12:16:27.15253+00,2,13,623,14,40,vela-branca,"velas-e-acendedores,velas-e-acendedores/velas,velas-e-acendedores/velas/vela-branca"
452,Panos e Toalhas de Limpeza,2019-10-30 16:34:47.649618+00,2,35,442,36,14,panos-e-toalhas-de-limpeza,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-domesticos,equipamentos-e-utensilios/utensilios-domesticos/panos-e-toalhas-de-limpeza"
589,Calça,2019-10-30 16:34:58.02578+00,2,51,586,52,36,calca,"roupas-e-uniformes,roupas-e-uniformes/roupas,roupas-e-uniformes/roupas/calca"
435,Formas,2019-10-28 01:00:46.060533+00,2,67,425,68,14,formas,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-cozinha,equipamentos-e-utensilios/utensilios-para-cozinha/formas"
622,Isqueiro,2019-10-30 12:49:16.651636+00,1,10,14,11,40,isqueiro,"velas-e-acendedores,velas-e-acendedores/isqueiro"
201,Fórmulas,2019-10-30 20:55:16.568839+00,2,25,198,26,24,formulas,"mercearia,mercearia/alimento-infantil,mercearia/alimento-infantil/formulas"
439,Porta Canudo e Guardanapo,2019-10-28 18:54:09.450359+00,2,73,425,74,14,porta-canudo-e-guardanapo,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-cozinha,equipamentos-e-utensilios/utensilios-para-cozinha/porta-canudo-e-guardanapo"
431,Cartucho de Filtro,2019-10-25 01:16:19.793951+00,2,59,425,60,14,cartucho-de-filtro,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-cozinha,equipamentos-e-utensilios/utensilios-para-cozinha/cartucho-de-filtro"
626,Vela para Aniversário,2019-10-25 15:32:26.557953+00,2,15,623,16,40,vela-para-aniversario,"velas-e-acendedores,velas-e-acendedores/velas,velas-e-acendedores/velas/vela-para-aniversario"
588,Bata,2019-10-29 02:03:45.228969+00,2,49,586,50,36,bata,"roupas-e-uniformes,roupas-e-uniformes/roupas,roupas-e-uniformes/roupas/bata"
623,Velas,2019-10-26 03:12:53.968241+00,1,12,14,19,40,velas,"velas-e-acendedores,velas-e-acendedores/velas"
430,Copos,2019-10-29 13:28:41.048927+00,2,65,425,66,14,copos,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-cozinha,equipamentos-e-utensilios/utensilios-para-cozinha/copos"
457,Tela para Mictório,2019-10-30 12:48:20.136591+00,2,15,455,16,14,tela-para-mictorio,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-de-banheiro,equipamentos-e-utensilios/utensilios-de-banheiro/tela-para-mictorio"
444,Cesto de Lixo,2019-10-30 12:50:35.950922+00,2,21,442,22,14,cesto-de-lixo,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-domesticos,equipamentos-e-utensilios/utensilios-domesticos/cesto-de-lixo"
460,Dispenser de Papel Higiênico,2019-10-24 04:41:01.815207+00,2,11,455,12,14,dispenser-de-papel-higienico,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-de-banheiro,equipamentos-e-utensilios/utensilios-de-banheiro/dispenser-de-papel-higienico"
459,Dispenser de Álcool Gel e Sabonete,2019-10-25 10:33:45.302647+00,2,9,455,10,14,dispenser-de-alcool-gel-e-sabonete,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-de-banheiro,equipamentos-e-utensilios/utensilios-de-banheiro/dispenser-de-alcool-gel-e-sabonete"
88,Água de Coco,2019-10-31 02:46:51.046466+00,2,47,87,48,2,agua-de-coco,"bebidas,bebidas/bebidas-nao-alcoolicas,bebidas/bebidas-nao-alcoolicas/agua-de-coco"
422,Decanter,2019-10-25 01:20:41.881683+00,2,45,420,46,14,decanter,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-bar,equipamentos-e-utensilios/utensilios-para-bar/decanter"
473,Caixa Coletora,2019-10-28 11:18:35.448473+00,2,3,472,4,12,caixa-coletora,"embalagens-e-descartaveis,embalagens-e-descartaveis/caixas,embalagens-e-descartaveis/caixas/caixa-coletora"
442,Utensílios Domésticos,2019-10-30 12:49:23.132146+00,1,18,46,41,14,utensilios-domesticos,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-domesticos"
706,Coberturas e Recheios,2019-10-30 19:47:50.584151+00,2,111,232,112,24,coberturas-e-recheios,"mercearia,mercearia/doces-e-sobremesas,mercearia/doces-e-sobremesas/coberturas-e-recheios"
421,Balde de Gelo,2019-10-28 16:15:55.001517+00,2,43,420,44,14,balde-de-gelo,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-bar,equipamentos-e-utensilios/utensilios-para-bar/balde-de-gelo"
642,Biscoito Recheado,2019-10-30 20:33:28.493432+00,2,55,202,56,24,biscoito-recheado,"mercearia,mercearia/biscoitos-torradas-e-salgadinhos,mercearia/biscoitos-torradas-e-salgadinhos/biscoito-recheado"
456,Assento Sanitário,2019-10-29 05:42:39.696545+00,2,5,455,6,14,assento-sanitario,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-de-banheiro,equipamentos-e-utensilios/utensilios-de-banheiro/assento-sanitario"
455,Utensílios de Banheiro,2019-10-29 04:02:07.042999+00,1,4,46,17,14,utensilios-de-banheiro,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-de-banheiro"
443,Baldes,2019-10-30 23:51:29.59962+00,2,19,442,20,14,baldes,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-domesticos,equipamentos-e-utensilios/utensilios-domesticos/baldes"
445,Enceradeira,2019-10-30 08:10:11.228875+00,2,23,442,24,14,enceradeira,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-domesticos,equipamentos-e-utensilios/utensilios-domesticos/enceradeira"
423,Saca Rolhas,2019-10-23 20:06:44.670948+00,2,47,420,48,14,saca-rolhas,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-bar,equipamentos-e-utensilios/utensilios-para-bar/saca-rolhas"
458,Desentupidor de Vaso Sanitário,2019-10-30 12:48:17.341551+00,2,7,455,8,14,desentupidor-de-vaso-sanitario,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-de-banheiro,equipamentos-e-utensilios/utensilios-de-banheiro/desentupidor-de-vaso-sanitario"
461,Dispenser de Papel Toalha,2019-10-24 22:29:01.242812+00,2,13,455,14,14,dispenser-de-papel-toalha,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-de-banheiro,equipamentos-e-utensilios/utensilios-de-banheiro/dispenser-de-papel-toalha"
427,Assadeiras,2019-10-23 11:43:09.996598+00,2,55,425,56,14,assadeiras,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-cozinha,equipamentos-e-utensilios/utensilios-para-cozinha/assadeiras"
420,Utensílios para Bar,2019-10-10 17:35:34.684913+00,1,42,46,51,14,utensilios-para-bar,"equipamentos-e-utensilios,equipamentos-e-utensilios/utensilios-para-bar"
475,Caixa Térmica,2019-10-31 00:53:32.963162+00,2,7,472,8,12,caixa-termica,"embalagens-e-descartaveis,embalagens-e-descartaveis/caixas,embalagens-e-descartaveis/caixas/caixa-termica"
474,Caixa de Isopor,2019-10-30 09:19:48.462393+00,2,5,472,6,12,caixa-de-isopor,"embalagens-e-descartaveis,embalagens-e-descartaveis/caixas,embalagens-e-descartaveis/caixas/caixa-de-isopor"
491,Espeto de Plástico,2019-10-24 19:16:12.841862+00,2,33,488,34,12,espeto-de-plastico,"embalagens-e-descartaveis,embalagens-e-descartaveis/espetos,embalagens-e-descartaveis/espetos/espeto-de-plastico"
489,Espeto de Bambu,2019-10-28 20:04:43.118021+00,2,29,488,30,12,espeto-de-bambu,"embalagens-e-descartaveis,embalagens-e-descartaveis/espetos,embalagens-e-descartaveis/espetos/espeto-de-bambu"
472,Caixas,2019-10-30 00:20:10.882589+00,1,2,18,9,12,caixas,"embalagens-e-descartaveis,embalagens-e-descartaveis/caixas"
484,Embalagem para Hambúrguer,2019-10-29 10:52:00.241331+00,2,19,481,20,12,embalagem-para-hamburguer,"embalagens-e-descartaveis,embalagens-e-descartaveis/embalagens,embalagens-e-descartaveis/embalagens/embalagem-para-hamburguer"
150,Cogumelos,2019-10-30 19:42:27.270466+00,2,93,148,94,24,cogumelos,"mercearia,mercearia/conservas-e-enlatados,mercearia/conservas-e-enlatados/cogumelos"
482,Embalagem Cristal,2019-10-28 01:50:08.525147+00,2,15,481,16,12,embalagem-cristal,"embalagens-e-descartaveis,embalagens-e-descartaveis/embalagens,embalagens-e-descartaveis/embalagens/embalagem-cristal"
99,Frios e Laticínios,2019-10-31 01:08:51.074144+00,0,1,,70,16,frios-e-laticinios,frios-e-laticinios
486,Embalagem para Pizza,2019-10-30 19:47:41.264923+00,2,23,481,24,12,embalagem-para-pizza,"embalagens-e-descartaveis,embalagens-e-descartaveis/embalagens,embalagens-e-descartaveis/embalagens/embalagem-para-pizza"
487,Embalagem Térmica,2019-10-29 17:37:58.762488+00,2,25,481,26,12,embalagem-termica,"embalagens-e-descartaveis,embalagens-e-descartaveis/embalagens,embalagens-e-descartaveis/embalagens/embalagem-termica"
485,Embalagem para Pipoca,2019-10-30 13:42:26.117491+00,2,21,481,22,12,embalagem-para-pipoca,"embalagens-e-descartaveis,embalagens-e-descartaveis/embalagens,embalagens-e-descartaveis/embalagens/embalagem-para-pipoca"
488,Espetos,2019-10-28 10:17:13.197172+00,1,28,18,35,12,espetos,"embalagens-e-descartaveis,embalagens-e-descartaveis/espetos"
483,Embalagem para Frango,2019-10-30 21:51:57.647361+00,2,17,481,18,12,embalagem-para-frango,"embalagens-e-descartaveis,embalagens-e-descartaveis/embalagens,embalagens-e-descartaveis/embalagens/embalagem-para-frango"
490,Espeto de Metal,2019-10-24 06:09:40.097457+00,2,31,488,32,12,espeto-de-metal,"embalagens-e-descartaveis,embalagens-e-descartaveis/espetos,embalagens-e-descartaveis/espetos/espeto-de-metal"
480,Copos Descartáveis,2019-10-30 22:26:37.405872+00,1,12,18,13,12,copos-descartaveis,"embalagens-e-descartaveis,embalagens-e-descartaveis/copos-descartaveis"
164,Café Torrado e Moído,2019-10-30 19:06:01.415289+00,2,81,162,82,24,cafe-torrado-e-moido,"mercearia,mercearia/cafe,mercearia/cafe/cafe-torrado-e-moido"
481,Embalagens,2019-10-30 22:33:12.302767+00,1,14,18,27,12,embalagens,"embalagens-e-descartaveis,embalagens-e-descartaveis/embalagens"
154,Palmito,2019-10-31 02:18:39.16992+00,2,99,148,100,24,palmito,"mercearia,mercearia/conservas-e-enlatados,mercearia/conservas-e-enlatados/palmito"
492,Luvas,2019-10-24 06:31:31.983974+00,1,46,18,51,12,luvas,"embalagens-e-descartaveis,embalagens-e-descartaveis/luvas"
515,Papel Manteiga,2019-10-29 15:47:13.821583+00,2,101,507,102,12,papel-manteiga,"embalagens-e-descartaveis,embalagens-e-descartaveis/papel-descartavel,embalagens-e-descartaveis/papel-descartavel/papel-manteiga"
495,Luvas Multiuso,2019-10-30 15:38:53.550007+00,2,49,492,50,12,luvas-multiuso,"embalagens-e-descartaveis,embalagens-e-descartaveis/luvas,embalagens-e-descartaveis/luvas/luvas-multiuso"
514,Papel Embrulho,2019-10-30 17:47:25.940359+00,2,99,507,100,12,papel-embrulho,"embalagens-e-descartaveis,embalagens-e-descartaveis/papel-descartavel,embalagens-e-descartaveis/papel-descartavel/papel-embrulho"
494,Luvas Descartáveis,2019-10-30 10:49:48.41519+00,2,47,492,48,12,luvas-descartaveis,"embalagens-e-descartaveis,embalagens-e-descartaveis/luvas,embalagens-e-descartaveis/luvas/luvas-descartaveis"
470,Marmitex de Alumínio,2019-10-30 14:42:00.171841+00,2,65,463,66,12,marmitex-de-aluminio,"embalagens-e-descartaveis,embalagens-e-descartaveis/marmitas-e-bandejas,embalagens-e-descartaveis/marmitas-e-bandejas/marmitex-de-aluminio"
464,Bandeja Cristal,2019-10-28 07:39:36.13822+00,2,53,463,54,12,bandeja-cristal,"embalagens-e-descartaveis,embalagens-e-descartaveis/marmitas-e-bandejas,embalagens-e-descartaveis/marmitas-e-bandejas/bandeja-cristal"
725,Café em Grãos,2019-10-30 12:48:18.761864+00,2,77,162,78,24,cafe-em-graos,"mercearia,mercearia/cafe,mercearia/cafe/cafe-em-graos"
467,Bandeja de Papel,2019-10-30 10:49:55.79909+00,2,59,463,60,12,bandeja-de-papel,"embalagens-e-descartaveis,embalagens-e-descartaveis/marmitas-e-bandejas,embalagens-e-descartaveis/marmitas-e-bandejas/bandeja-de-papel"
465,Bandeja de Alumínio,2019-10-30 20:28:41.206745+00,2,55,463,56,12,bandeja-de-aluminio,"embalagens-e-descartaveis,embalagens-e-descartaveis/marmitas-e-bandejas,embalagens-e-descartaveis/marmitas-e-bandejas/bandeja-de-aluminio"
513,Papel de Prensar,2019-10-26 09:01:02.654487+00,2,97,507,98,12,papel-de-prensar,"embalagens-e-descartaveis,embalagens-e-descartaveis/papel-descartavel,embalagens-e-descartaveis/papel-descartavel/papel-de-prensar"
511,Papel Bandeja,2019-10-24 18:17:08.469344+00,2,93,507,94,12,papel-bandeja,"embalagens-e-descartaveis,embalagens-e-descartaveis/papel-descartavel,embalagens-e-descartaveis/papel-descartavel/papel-bandeja"
512,Papel Celofane,2019-10-27 01:46:57.836078+00,2,95,507,96,12,papel-celofane,"embalagens-e-descartaveis,embalagens-e-descartaveis/papel-descartavel,embalagens-e-descartaveis/papel-descartavel/papel-celofane"
469,Bandeja Laminada,2019-10-25 19:16:56.818145+00,2,63,463,64,12,bandeja-laminada,"embalagens-e-descartaveis,embalagens-e-descartaveis/marmitas-e-bandejas,embalagens-e-descartaveis/marmitas-e-bandejas/bandeja-laminada"
468,Bandeja de Papelão,2019-10-30 13:43:06.645716+00,2,61,463,62,12,bandeja-de-papelao,"embalagens-e-descartaveis,embalagens-e-descartaveis/marmitas-e-bandejas,embalagens-e-descartaveis/marmitas-e-bandejas/bandeja-de-papelao"
466,Bandeja de Isopor,2019-10-30 18:59:30.538713+00,2,57,463,58,12,bandeja-de-isopor,"embalagens-e-descartaveis,embalagens-e-descartaveis/marmitas-e-bandejas,embalagens-e-descartaveis/marmitas-e-bandejas/bandeja-de-isopor"
463,Marmitas e Bandejas,2019-10-30 20:48:19.534449+00,1,52,18,71,12,marmitas-e-bandejas,"embalagens-e-descartaveis,embalagens-e-descartaveis/marmitas-e-bandejas"
520,Kit Festa,2019-10-30 00:25:55.202302+00,1,38,18,45,12,kit-festa,"embalagens-e-descartaveis,embalagens-e-descartaveis/kit-festa"
471,Marmitex de Isopor,2019-10-30 23:37:03.285382+00,2,67,463,68,12,marmitex-de-isopor,"embalagens-e-descartaveis,embalagens-e-descartaveis/marmitas-e-bandejas,embalagens-e-descartaveis/marmitas-e-bandejas/marmitex-de-isopor"
526,Borracha,2019-10-30 12:51:13.593255+00,2,7,525,8,31,borracha,"papelaria-e-escritorio,papelaria-e-escritorio/escolar,papelaria-e-escritorio/escolar/borracha"
521,Kit Garfo e Faca,2019-10-28 13:34:04.451754+00,2,39,520,40,12,kit-garfo-e-faca,"embalagens-e-descartaveis,embalagens-e-descartaveis/kit-festa,embalagens-e-descartaveis/kit-festa/kit-garfo-e-faca"
242,Temperos e Condimentos,2019-10-30 19:32:02.783354+00,1,242,147,265,24,temperos-e-condimentos,"mercearia,mercearia/temperos-e-condimentos"
529,Cola,2019-10-30 12:51:26.254436+00,2,13,525,14,31,cola,"papelaria-e-escritorio,papelaria-e-escritorio/escolar,papelaria-e-escritorio/escolar/cola"
527,Cadernos,2019-10-25 00:44:50.208812+00,2,9,525,10,31,cadernos,"papelaria-e-escritorio,papelaria-e-escritorio/escolar,papelaria-e-escritorio/escolar/cadernos"
476,Palitos,2019-10-25 19:19:41.484716+00,1,78,18,85,12,palitos,"embalagens-e-descartaveis,embalagens-e-descartaveis/palitos"
478,Palito de Enfeite,2019-10-29 18:05:55.306043+00,2,81,476,82,12,palito-de-enfeite,"embalagens-e-descartaveis,embalagens-e-descartaveis/palitos,embalagens-e-descartaveis/palitos/palito-de-enfeite"
499,Sacos de Polipropileno,2019-10-27 01:12:42.832306+00,2,117,496,118,12,sacos-de-polipropileno,"embalagens-e-descartaveis,embalagens-e-descartaveis/sacos-e-sacolas,embalagens-e-descartaveis/sacos-e-sacolas/sacos-de-polipropileno"
